page,article_headline,article_timestamp,article_url
https://www.theguardian.com/world/coronavirus-outbreak?page=7,England’s new Covid guidelines: a sector-by-sector breakdown,2021-07-14T17:29:18+0000,https://www.theguardian.com/world/2021/jul/14/covid-guidelines-for-england-safety-advice-for-businesses
https://www.theguardian.com/world/coronavirus-outbreak?page=7,Covid safety guidance to firms in England criticised as ‘recipe for chaos’,2021-07-14T17:18:57+0000,https://www.theguardian.com/world/2021/jul/14/vague-guidelines-on-how-firms-can-stay-covid-safe-after-19-july-recipe-for-chaos
https://www.theguardian.com/world/coronavirus-outbreak?page=7,Balearic Islands to be added to England’s Covid amber list ,2021-07-14T17:18:56+0000,https://www.theguardian.com/travel/2021/jul/14/balearic-islands-added-to-covid-amber-list
https://www.theguardian.com/world/coronavirus-outbreak?page=7,The Guardian view on Cuba’s protests: people deserve better from their leaders – and the US,2021-07-14T17:02:47+0000,https://www.theguardian.com/commentisfree/2021/jul/14/the-guardian-view-on-cubas-protests-people-deserve-better-from-their-leaders-and-the-us
https://www.theguardian.com/world/coronavirus-outbreak?page=7,‘Not time for blame game’: former Atagi representative says Morrison’s AstraZeneca comments ‘unfair’,2021-07-14T17:02:00+0000,https://www.theguardian.com/world/2021/jul/15/not-time-for-blame-game-former-atagi-representative-says-morrisons-astrazeneca-comments-unfair
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Tell us: Is your workplace keeping up social distancing despite not having to from next week?,2021-07-14T16:32:23+0000,https://www.theguardian.com/world/2021/jul/14/tell-us-is-your-workplace-keeping-up-social-distancing-despite-not-having-to-from-next-week
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Wales to relax Covid restrictions to alert level 1,2021-07-14T16:29:46+0000,https://www.theguardian.com/world/2021/jul/14/wales-to-relax-covid-restrictions-to-alert-level-1
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Living in England: what are your plans on 19 July?,2021-07-14T16:06:15+0000,https://www.theguardian.com/world/2021/jul/14/living-in-england-what-are-your-plans-on-19-july
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Parents: are you managing to find appropriate childcare?,2021-07-14T15:25:16+0000,https://www.theguardian.com/money/2021/jul/14/parents-are-you-managing-to-find-appropriate-childcare
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Balearic islands likely to move to England’s travel amber list,2021-07-14T14:12:45+0000,https://www.theguardian.com/world/2021/jul/14/balearic-islands-spain-likely-move-england-travel-amber-list-covid
https://www.theguardian.com/world/coronavirus-outbreak?page=8,"As Covid cases rise in Florida, Governor DeSantis digs at Fauci with merchandise",2021-07-14T14:02:36+0000,https://www.theguardian.com/us-news/2021/jul/14/florida-ron-desantis-digs-fauci-merchandise-covid
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Victorian Covid commander ‘extremely frustrated’ as 11 local cases reported and masks mandated ,2021-07-14T13:23:53+0000,https://www.theguardian.com/australia-news/2021/jul/14/victoria-covid-update-jeroen-weimar-extremely-frustrated-as-seven-new-cases-reported-in-melbourne
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Transport secretary backs London mayor’s rule for compulsory masks on TfL,2021-07-14T12:53:13+0000,https://www.theguardian.com/uk-news/2021/jul/14/shapps-mask-wearing-expected-to-remain-on-public-transport
https://www.theguardian.com/world/coronavirus-outbreak?page=8,"Planes, trains, buses: where will masks be mandatory in England after 19 July?",2021-07-14T11:39:22+0000,https://www.theguardian.com/uk-news/2021/jul/14/planes-trains-buses-where-will-masks-be-mandatory-in-england-after-19-july
https://www.theguardian.com/world/coronavirus-outbreak?page=8,GP staff receive abuse every day over Covid vaccine reminders,2021-07-14T11:02:17+0000,https://www.theguardian.com/society/2021/jul/14/gp-staff-receive-abuse-every-day-over-covid-vaccine-reminders
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Thomas Bach promises ‘safe and secure’ Olympics as Tokyo Covid cases soar ,2021-07-14T10:59:02+0000,https://www.theguardian.com/sport/2021/jul/14/thomas-bach-promises-safe-and-secure-olympics-as-tokyo-covid-cases-soar
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Students from exclusive Sydney school relocate to regional NSW campus during lockdown,2021-07-14T10:32:43+0000,https://www.theguardian.com/australia-news/2021/jul/14/students-from-exclusive-sydney-school-relocate-to-regional-nsw-campus-during-lockdown
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Western Australia introduces border restrictions with Victoria – as it happened,2021-07-14T08:59:05+0000,https://www.theguardian.com/australia-news/live/2021/jul/14/australia-covid-live-update-sydney-nsw-lockdown-to-be-extended-massive-covid-testing-queues-at-fairfield-essential-workers-scott-morrison-financial-support-queensland-border-coronavirus-cases-restrictions-daniel-andrews-gladys-berejiklian
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Dunelm sales soar after shoppers flock to stores as Covid controls ease,2021-07-14T08:55:37+0000,https://www.theguardian.com/business/2021/jul/14/dunelm-sales-soar-after-shoppers-flock-to-stores-as-covid-controls-ease
https://www.theguardian.com/world/coronavirus-outbreak?page=8,"Masks to remain compulsory on London transport, says Sadiq Khan – video",2021-07-14T08:21:00+0000,https://www.theguardian.com/politics/video/2021/jul/14/masks-to-remain-compulsory-on-london-transport-says-sadiq-khan-video
https://www.theguardian.com/world/coronavirus-outbreak?page=8,UK inflation jumps to 2.5% as secondhand car and food prices rise,2021-07-14T08:19:17+0000,https://www.theguardian.com/business/2021/jul/14/uk-inflation-jumps-as-secondhand-car-and-food-prices-rise
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Sydney lockdown extended for at least two weeks as NSW reports 97 new cases,2021-07-14T07:37:44+0000,https://www.theguardian.com/australia-news/2021/jul/14/nsw-covid-update-sydney-lockdown-extended-for-at-least-two-weeks-as-state-reports-97-new-cases
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Battle for oxygen as coup-hit Myanmar faces its most severe Covid outbreak,2021-07-14T07:00:06+0000,https://www.theguardian.com/world/2021/jul/14/battle-for-oxygen-as-coup-hit-myanmar-faces-its-most-severe-covid-outbreak
https://www.theguardian.com/world/coronavirus-outbreak?page=8,Delta variant gains ground in US as outbreaks highlight vaccine divide,2021-07-14T06:51:06+0000,https://www.theguardian.com/us-news/2021/jul/14/us-delta-variant-coronavirus-covid-vaccine-divide
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Fairfield residents tell of frustration in massive queues for Covid tests after new rules – video,2021-07-14T06:14:36+0000,https://www.theguardian.com/australia-news/video/2021/jul/14/fairfield-residents-tell-of-frustration-in-massive-queues-for-covid-tests-after-new-rules-video
https://www.theguardian.com/world/coronavirus-outbreak?page=9,‘It’s just too much’: frustrated Fairfield residents queue for hours for mandatory Covid tests in Sydney,2021-07-14T06:07:39+0000,https://www.theguardian.com/australia-news/2021/jul/14/fairfield-lga-council-covid-testing-site-showground-delay-queue-local-government-area-essential-workers-nsw-sydney-lockdown
https://www.theguardian.com/world/coronavirus-outbreak?page=9,I awoke before dawn to get a Covid test in Fairfield. Instead I found a nightmarish mess ,2021-07-14T05:05:36+0000,https://www.theguardian.com/commentisfree/2021/jul/14/i-awoke-at-dawn-to-get-a-covid-test-in-fairfield-instead-i-found-a-nightmarish-mess
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Covid’s mental health toll: one in five Australians report high levels of psychological distress,2021-07-14T05:00:04+0000,https://www.theguardian.com/world/2021/jul/14/covids-mental-health-toll-one-in-five-australians-report-high-levels-of-psychological-distress
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Hunger sweeps India in Covid’s shadow as millions miss out on rations,2021-07-14T05:00:04+0000,https://www.theguardian.com/global-development/2021/jul/14/hunger-sweeps-india-in-covids-shadow-as-millions-miss-out-on-rations
https://www.theguardian.com/world/coronavirus-outbreak?page=9,"Proposed reforms to NHS ‘institutionalise cronyism’, claims Labour",2021-07-14T03:06:00+0000,https://www.theguardian.com/society/2021/jul/14/proposed-reforms-to-nhs-institutionalise-cronyism-claims-labour
https://www.theguardian.com/world/coronavirus-outbreak?page=9,How Australia's vaccination ads compare with the rest of the world – video,2021-07-14T02:44:52+0000,https://www.theguardian.com/world/video/2021/may/20/how-australias-vaccination-ad-campaign-compares-to-the-rest-of-the-world-video
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Sydney Covid-19 lockdown extended for at least two weeks after 97 cases in NSW – video,2021-07-14T01:14:25+0000,https://www.theguardian.com/australia-news/video/2021/jul/14/sydney-covid-19-lockdown-extended-for-at-least-two-weeks-after-97-cases-in-nsw-video
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Scott Morrison blames Atagi doctors for Australia’s slow Covid vaccine rollout,2021-07-14T00:24:52+0000,https://www.theguardian.com/australia-news/2021/jul/14/scott-morrison-blames-atagi-doctors-for-australias-slow-covid-vaccine-rollout
https://www.theguardian.com/world/coronavirus-outbreak?page=9,NSW Covid assistance package: are you eligible for the disaster relief payment and how much support is available?,2021-07-13T23:00:54+0000,https://www.theguardian.com/australia-news/2021/jul/13/nsw-covid-assistance-package-are-you-eligible-and-how-much-support-is-available
https://www.theguardian.com/world/coronavirus-outbreak?page=9,WHO warns of ‘chaos’ if individuals mix Covid vaccines,2021-07-13T23:00:13+0000,https://www.theguardian.com/society/2021/jul/14/who-warns-of-chaos-if-individuals-mix-covid-vaccines
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Covid outbreak among vaccinated Vegas hospital workers underscores Delta risks,2021-07-13T22:46:28+0000,https://www.theguardian.com/us-news/2021/jul/13/coronavirus-delta-variant-nevada-outbreak-health-workers
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Schools in England to eschew summer ‘catch-up’ and put health first,2021-07-13T22:28:39+0000,https://www.theguardian.com/education/2021/jul/13/schools-in-england-to-eschew-summer-catch-up-and-put-health-first
https://www.theguardian.com/world/coronavirus-outbreak?page=9,"Masks to remain compulsory on London tube, buses and trains",2021-07-13T21:00:02+0000,https://www.theguardian.com/uk-news/2021/jul/13/masks-will-be-needed-on-london-tube-buses-and-trains-tfl-to-confirm
https://www.theguardian.com/world/coronavirus-outbreak?page=9,UK reports highest deaths since early April – as it happened,2021-07-13T20:54:19+0000,https://www.theguardian.com/world/live/2021/jul/13/coronavirus-live-news-who-appeals-for-rich-countries-to-donate-vaccines-rather-than-using-boosters
https://www.theguardian.com/world/coronavirus-outbreak?page=9,Fairfield Covid testing chaos: essential workers wait up to six hours after new rules introduced,2021-07-13T18:37:56+0000,https://www.theguardian.com/australia-news/2021/jul/14/fairfield-testing-chaos-essential-workers-wait-up-to-six-hours-after-new-covid-rules-introduced
https://www.theguardian.com/world/coronavirus-outbreak?page=9,‘It’s just like flu’: misinformation and fear hamper Papua New Guinea’s Covid vaccine rollout,2021-07-13T18:29:01+0000,https://www.theguardian.com/world/2021/jul/14/its-just-like-flu-misinformation-and-fear-hamper-papua-new-guineas-covid-vaccine-rollout
https://www.theguardian.com/world/coronavirus-outbreak?page=10,The Guardian view on Covid risks: shielders need shields ,2021-07-13T18:19:08+0000,https://www.theguardian.com/commentisfree/2021/jul/13/the-guardian-view-on-covid-risks-shielders-need-shields
https://www.theguardian.com/world/coronavirus-outbreak?page=10,End to Covid rules for England ‘leaves 3.8m vulnerable people feeling abandoned’,2021-07-13T18:12:45+0000,https://www.theguardian.com/world/2021/jul/13/end-to-covid-rules-19-july-england-leaves-38m-clinically-vulnerable-people-feeling-abandoned
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Healthcare providers in England can still insist on masks after 19 July,2021-07-13T18:02:37+0000,https://www.theguardian.com/society/2021/jul/13/healthcare-providers-england-face-masks-beyond-19-july
https://www.theguardian.com/world/coronavirus-outbreak?page=10,"Third of England still without any Covid immunity, scientists warn",2021-07-13T18:00:15+0000,https://www.theguardian.com/uk-news/2021/jul/13/third-of-england-still-without-any-covid-immunity-scientist-warns
https://www.theguardian.com/world/coronavirus-outbreak?page=10,"NSW restrictions will last months under ‘soft lockdown’ approach, epidemiologist says",2021-07-13T17:30:50+0000,https://www.theguardian.com/australia-news/2021/jul/14/nsw-restrictions-will-last-months-under-soft-lockdown-approach-epidemiologist-says
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Covid origins: Australia’s role in the feedback loop promoting the Wuhan lab leak theory,2021-07-13T17:30:50+0000,https://www.theguardian.com/world/2021/jul/14/covid-origins-australias-role-in-the-feedback-loop-promoting-the-wuhan-lab-leak-theory
https://www.theguardian.com/world/coronavirus-outbreak?page=10,The UK’s illogical quarantine rules must be changed,2021-07-13T17:19:46+0000,https://www.theguardian.com/travel/2021/jul/13/the-uks-illogical-quarantine-rules-must-be-changed
https://www.theguardian.com/world/coronavirus-outbreak?page=10,MPs vote to approve £4bn foreign aid cut amid claims it could last for years – as it happened,2021-07-13T17:16:03+0000,https://www.theguardian.com/politics/live/2021/jul/13/uk-covid-live-news-sage-cases-nhs-coronavirus-aid-debate
https://www.theguardian.com/world/coronavirus-outbreak?page=10,US inflation hits 13-year high in June ,2021-07-13T17:07:23+0000,https://www.theguardian.com/business/2021/jul/13/us-hit-13-year-high-last-month
https://www.theguardian.com/world/coronavirus-outbreak?page=10,We quit! The Great Resignation era has begun – at a boiling hot branch of Burger King,2021-07-13T16:10:33+0000,https://www.theguardian.com/money/2021/jul/13/we-quit-the-great-resignation-era-has-begun-at-a-boiling-hot-branch-of-burger-king
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Rising public anger over Iraq’s healthcare system after ward fire that kills 92,2021-07-13T14:50:42+0000,https://www.theguardian.com/world/2021/jul/13/rising-anger-iraq-healthcare-system-hospital-nasireyah-fire-oxygen-tanks
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Scotland to move to level 0 Covid restrictions from 19 July,2021-07-13T13:52:56+0000,https://www.theguardian.com/uk-news/2021/jul/13/scotland-to-move-to-level-zero-covid-restrictions-from-19-july
https://www.theguardian.com/world/coronavirus-outbreak?page=10,"24-hour Covid benefit concert announced with the Weeknd, Billie Eilish and more",2021-07-13T13:28:31+0000,https://www.theguardian.com/music/2021/jul/13/24-hour-covid-benefit-concert-global-citizen-live-weeknd-billie-eilish-ed-sheeran-coldplay-bts
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Hotel Chocolat subscriptions surge as Britons seek comfort from Covid,2021-07-13T13:00:09+0000,https://www.theguardian.com/business/2021/jul/13/hotel-chocolat-subscriptions-covid-online-store
https://www.theguardian.com/world/coronavirus-outbreak?page=10,"Covid-related pupil absences in England jump to 840,000",2021-07-13T12:39:37+0000,https://www.theguardian.com/education/2021/jul/13/covid-related-pupil-absences-in-england-jump-to-840000
https://www.theguardian.com/world/coronavirus-outbreak?page=10,US officials call for more data on vaccine boosters as Pfizer pushes for third shot,2021-07-13T12:29:08+0000,https://www.theguardian.com/world/2021/jul/13/coronavirus-vaccine-boosters-pfizer-fauci
https://www.theguardian.com/world/coronavirus-outbreak?page=10,Covid-19: do we need to reframe the way we think about restrictions? - podcast,2021-07-13T11:53:31+0000,https://www.theguardian.com/science/audio/2021/jul/13/covid-19-do-we-need-to-reframe-the-way-we-think-about-restrictions-podcast
https://www.theguardian.com/world/coronavirus-outbreak?page=10,‘Beg for every scrap’: Victoria fumes after Morrison and NSW unveil $500m a week Covid lockdown package,2021-07-13T11:46:58+0000,https://www.theguardian.com/australia-news/2021/jul/13/peace-of-mind-morrison-and-nsw-announce-500m-a-week-support-package-for-locked-down-sydney
https://www.theguardian.com/world/coronavirus-outbreak?page=10,South Tyneside health chief warns of ‘vast’ staff losses to self-isolation,2021-07-13T10:37:01+0000,https://www.theguardian.com/world/2021/jul/13/south-tyneside-health-chief-warns-of-vast-staff-losses-to-self-isolation
https://www.theguardian.com/world/coronavirus-outbreak?page=11,France reports rush for vaccines after Macron tightens Covid rules,2021-07-13T10:30:10+0000,https://www.theguardian.com/world/2021/jul/13/france-reports-rush-for-vaccines-after-macron-tightens-covid-rules
https://www.theguardian.com/world/coronavirus-outbreak?page=11,‘There’s a big community spirit’: how Brent is tackling health inequalities during Covid,2021-07-13T10:29:09+0000,https://www.theguardian.com/world/2021/jul/13/theres-a-big-community-spirit-how-brent-is-tackling-health-inequalities-during-covid
https://www.theguardian.com/world/coronavirus-outbreak?page=11,"Covid UK: coronavirus cases, deaths and vaccinations today",2021-07-13T10:24:41+0000,https://www.theguardian.com/world/2021/may/28/covid-uk-coronavirus-cases-deaths-and-vaccinations-today
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Rightwing media war over Covid lockdown escalates as Ray Hadley calls out ‘ridiculous’ Alan Jones,2021-07-13T09:23:55+0000,https://www.theguardian.com/media/2021/jul/13/rightwing-media-war-over-covid-lockdown-escalates-as-ray-hadley-calls-out-ridiculous-alan-jones
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Australian man jailed for two months for breaching Covid self-quarantine orders,2021-07-13T09:01:00+0000,https://www.theguardian.com/australia-news/2021/jul/13/australian-man-jailed-for-two-months-for-breaching-covid-self-quarantine-orders
https://www.theguardian.com/world/coronavirus-outbreak?page=11,New balance: will work be more parent-friendly than ever after the pandemic?,2021-07-13T09:00:39+0000,https://www.theguardian.com/money/2021/jul/13/new-balance-will-work-be-more-parent-friendly-than-ever-after-the-pandemic
https://www.theguardian.com/world/coronavirus-outbreak?page=11,NSW records 89 new cases and one death as Morrison announces Covid support package – as it happened,2021-07-13T08:56:20+0000,https://www.theguardian.com/australia-news/live/2021/jul/13/australia-covid-live-updates-nsw-sydney-lockdown-financial-support-package-coronavirus-gladys-berejiklian-scott-morrison-pfizer-atagi-astrazeneca-vaccine-exposure-sites-in-victoria-removalist
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Olympics chief mixes up Japanese and Chinese at Tokyo Games presser,2021-07-13T08:49:25+0000,https://www.theguardian.com/world/2021/jul/13/olympics-chief-refers-to-people-of-japan-as-chinese
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Doctors warn of ‘devastating consequences’ of lifting Covid rules in England,2021-07-13T08:32:22+0000,https://www.theguardian.com/world/2021/jul/13/doctors-warn-of-devastating-consequences-of-lifting-covid-rules-in-england
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Boris Johnson gave two reasons for lifting all restrictions. Both are wrong,2021-07-13T08:00:38+0000,https://www.theguardian.com/commentisfree/2021/jul/13/covid-numbers-england-freedom-day-dont-add-up-strain-nhs
https://www.theguardian.com/world/coronavirus-outbreak?page=11,"Shopping at retail parks near pre-Covid levels, says British Land ",2021-07-13T07:37:30+0000,https://www.theguardian.com/business/2021/jul/13/shopping-retail-parks-covid-british-land
https://www.theguardian.com/world/coronavirus-outbreak?page=11,India’s Covid vaccine rollout hit by hesitancy and supply snags,2021-07-13T07:28:16+0000,https://www.theguardian.com/world/2021/jul/13/india-covid-vaccine-rollout-hit-by-hesitancy-and-supply-snags
https://www.theguardian.com/world/coronavirus-outbreak?page=11,NSW reports 89 new cases and second death as mandatory testing brought in for Fairfield workers,2021-07-13T07:11:20+0000,https://www.theguardian.com/australia-news/2021/jul/13/nsw-covid-update-89-new-cases-and-second-death-as-mandatory-testing-brought-in-for-fairfield-workers
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Scott Morrison announces economic package for NSW amid Covid-19 lockdown – video,2021-07-13T06:00:36+0000,https://www.theguardian.com/australia-news/video/2021/jul/13/scott-morrison-announces-economic-package-for-nsw-amid-covid-19-lockdown-video
https://www.theguardian.com/world/coronavirus-outbreak?page=11,Dozens killed after fire rips through Iraqi Covid-19 hospital – video,2021-07-13T06:00:35+0000,https://www.theguardian.com/world/video/2021/jul/13/dozens-killed-after-fire-rips-through-iraqi-covid-19-hospital-video
https://www.theguardian.com/world/coronavirus-outbreak?page=11,NSW government refuses to define an 'essential worker' in Sydney lockdown restrictions – video,2021-07-13T05:59:59+0000,https://www.theguardian.com/australia-news/video/2021/jul/13/nsw-government-refuses-to-define-an-essential-worker-in-sydney-lockdown-restrictions-video
https://www.theguardian.com/world/coronavirus-outbreak?page=11,‘We can do anything’: the Indian girls’ movement fighting child marriage,2021-07-13T05:00:36+0000,https://www.theguardian.com/global-development/2021/jul/13/the-indian-girls-movement-fighting-child-marriage
https://www.theguardian.com/world/coronavirus-outbreak?page=12,‘Covid has been a big catalyst’: universities plan for post-pandemic life,2021-07-13T05:00:34+0000,https://www.theguardian.com/education/2021/jul/13/covid-has-been-a-big-catalyst-universities-plan-for-post-pandemic-life
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"Fairfield essential workers must get Covid test every three days, NSW premier says – video",2021-07-12T23:46:54+0000,https://www.theguardian.com/australia-news/video/2021/jul/13/fairfield-essential-workers-must-get-covid-test-every-three-days-nsw-premier-says-video
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Two apartment blocks in hard lockdown in Sydney and Melbourne to contain Covid outbreak,2021-07-12T23:31:10+0000,https://www.theguardian.com/australia-news/2021/jul/13/two-apartment-blocks-in-hard-lockdown-in-sydney-and-melbourne-to-contain-covid-outbreak
https://www.theguardian.com/world/coronavirus-outbreak?page=12,France and Greece to mandate jabs for healthcare staff – as it happened,2021-07-12T21:46:21+0000,https://www.theguardian.com/world/live/2021/jul/12/coronavirus-live-news-england-toughest-curbs-in-force-in-south-korea-capital-covid
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Boris Johnson urges Covid caution amid warnings of 200 deaths a day ,2021-07-12T21:38:45+0000,https://www.theguardian.com/politics/2021/jul/12/boris-johnson-urges-covid-caution-amid-warnings-of-1000-hospitalisations-a-day
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Dozens die after fire in Covid isolation ward at hospital in southern Iraq,2021-07-12T21:30:24+0000,https://www.theguardian.com/world/2021/jul/12/dozens-die-after-fire-in-covid-isolation-ward-at-hospital-in-southern-iraq
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"Disadvantaged children lose out on 24m free school meals, says Labour",2021-07-12T21:07:56+0000,https://www.theguardian.com/education/2021/jul/12/disadvantaged-children-lose-out-on-24m-free-school-meals-says-labour
https://www.theguardian.com/world/coronavirus-outbreak?page=12,France mandates Covid health pass for restaurants and cafés,2021-07-12T19:23:34+0000,https://www.theguardian.com/world/2021/jul/12/france-mandates-covid-health-pass-for-restaurants-and-cafes
https://www.theguardian.com/world/coronavirus-outbreak?page=12,From freedom to caution: a week of mixed messages on Covid reopening,2021-07-12T19:22:17+0000,https://www.theguardian.com/politics/2021/jul/12/from-freedom-to-caution-a-week-of-mixed-messages-on-covid-reopening
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"Rise in Covid cases will put intense pressure on NHS, bosses warn",2021-07-12T19:02:26+0000,https://www.theguardian.com/world/2021/jul/12/rise-in-covid-cases-will-put-intense-pressure-on-nhs-bosses-warn
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Dutch PM sorry for early reopening as France tightens Covid rules,2021-07-12T18:47:46+0000,https://www.theguardian.com/world/2021/jul/12/eu-nations-reimpose-covid-measures-as-cases-surge
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Pfizer pushes for US booster shots as WHO says greed is driving vaccine disparities,2021-07-12T18:38:59+0000,https://www.theguardian.com/world/2021/jul/12/coronavirus-pfizer-booster-vaccine-who-disparities
https://www.theguardian.com/world/coronavirus-outbreak?page=12,Retail and hospitality firms want more clarity on Covid guidelines after 19 July,2021-07-12T18:12:21+0000,https://www.theguardian.com/business/2021/jul/12/retail-and-hospitality-firms-want-more-clarity-on-covid-guidelines-after-19-july-england
https://www.theguardian.com/world/coronavirus-outbreak?page=12,The Guardian view on Covid curbs ending: Tory MPs are happy; many Britons are not,2021-07-12T18:11:52+0000,https://www.theguardian.com/commentisfree/2021/jul/12/the-guardian-view-on-covid-curbs-ending-tory-mps-are-happy-many-britons-are-not
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"Investigate Amazon over pandemic ‘price gouging’, says Unite",2021-07-12T17:59:11+0000,https://www.theguardian.com/technology/2021/jul/12/investigate-amazon-over-pandemic-price-gouging-says-unite
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"Ryanair to recruit 2,000 pilots over next three years after planes order",2021-07-12T17:41:19+0000,https://www.theguardian.com/business/2021/jul/12/ryanair-to-recruit-2000-pilots-over-next-three-years-after-planes-order
https://www.theguardian.com/world/coronavirus-outbreak?page=12,"UK Covid: Johnson urges people to take unlocking ‘as slowly as we can’ amid 34,471 new cases – as it happened",2021-07-12T17:37:26+0000,https://www.theguardian.com/politics/live/2021/jul/12/uk-covid-news-19-july-england-latest-updates
https://www.theguardian.com/world/coronavirus-outbreak?page=12,'This pandemic is not over': Boris Johnson urges urges caution ahead of 19 July – video,2021-07-12T17:30:21+0000,https://www.theguardian.com/politics/video/2021/jul/12/this-pandemic-is-not-over-boris-johnson-urges-caution-ahead-of-19-july-reopening-video
https://www.theguardian.com/world/coronavirus-outbreak?page=13,"Income support for casual workers essential to avoid extended Sydney lockdown, unions say",2021-07-12T17:30:20+0000,https://www.theguardian.com/world/2021/jul/13/income-support-for-casual-workers-essential-to-avoid-extended-sydney-lockdown-unions-say
https://www.theguardian.com/world/coronavirus-outbreak?page=13,New Covid assistance package for Sydney businesses and residents,2021-07-12T17:30:20+0000,https://www.theguardian.com/world/2021/jul/13/new-covid-assistance-package-for-sydney-businesses-and-residents
https://www.theguardian.com/world/coronavirus-outbreak?page=13,Stokes fears England players could miss out on the Hundred due to Covid-19,2021-07-12T17:01:47+0000,https://www.theguardian.com/sport/2021/jul/12/ben-stokes-the-hundred-would-be-devastating-for-england-test-players
https://www.theguardian.com/world/coronavirus-outbreak?page=13,Health secretary Sajid Javid confirms lifting of Covid restrictions in England on 19 July – video,2021-07-12T16:20:31+0000,https://www.theguardian.com/politics/video/2021/jul/12/health-secretary-sajid-javid-confirms-lifting-of-covid-restrictions-in-england-on-19-july-video
https://www.theguardian.com/world/coronavirus-outbreak?page=13,House of Commons to return to ‘full capacity’ for PMQs on 21 July,2021-07-12T16:17:45+0000,https://www.theguardian.com/politics/2021/jul/12/house-of-commons-to-return-to-full-capacity-for-pmqs-on-21-july
https://www.theguardian.com/world/coronavirus-outbreak?page=13,Sajid Javid confirms 19 July plan to lift Covid restrictions in England,2021-07-12T15:59:40+0000,https://www.theguardian.com/world/2021/jul/12/sajid-javid-confirms-19-july-plan-to-lift-covid-restrictions-in-england
https://www.theguardian.com/world/coronavirus-outbreak?page=13,‘I’m frightened’: readers at greater risk from Covid share their thoughts,2021-07-12T14:50:59+0000,https://www.theguardian.com/world/2021/jul/12/frightened-readers-risk-ill-covid-share-thoughts-health-condition
https://www.theguardian.com/world/coronavirus-outbreak?page=13,From masks to self-isolation: which Covid rules will change in England on 19 July?,2021-07-12T13:50:18+0000,https://www.theguardian.com/world/2021/jul/12/from-masks-to-self-isolation-which-covid-rules-will-change-in-england-on-19-july
https://www.theguardian.com/world/coronavirus-outbreak?page=13,Almost one in three globally go hungry during pandemic – UN,2021-07-12T13:19:02+0000,https://www.theguardian.com/global-development/2021/jul/12/almost-one-in-three-globally-go-hungry-during-pandemic-un
https://www.theguardian.com/world/coronavirus-outbreak?page=13,Troops called in after jailing of Zuma ignites violence and looting,2021-07-12T12:46:56+0000,https://www.theguardian.com/world/2021/jul/12/arson-looting-fourth-day-jacob-zuma-jailing-south-africa
https://www.theguardian.com/world/coronavirus-outbreak?page=13,‘Devastating’: WHO scientist condemns Euro 2020 final over Covid risk,2021-07-12T11:17:04+0000,https://www.theguardian.com/world/2021/jul/12/devastating-who-scientist-condemns-euro-2020-final
https://www.theguardian.com/world/coronavirus-outbreak?page=13,No Permission to Dance: South Korea Covid rules enforce slower music in gyms,2021-07-12T10:55:57+0000,https://www.theguardian.com/world/2021/jul/12/no-gangnam-style-south-korea-covid-rules-enforce-slower-music-gyms
